values1,multiplier5,selector5,multiplier6,selector6,multiplier7,selector7,multiplier8,selector8
,43.0,Endgame Points,,,,,,
,,,43.0,AUTO points,,,,
,,,,,234.0,Endgame Points,,
,,,,,,,6,Climb
